jis_code	url	system_type	crawl_status	exclusion_reason	exclusion_detail
22220			unresolved	source_url_unresolved	
22221			unresolved	source_url_unresolved	
22222			unresolved	source_url_unresolved	
22223			unresolved	source_url_unresolved	
22224			unresolved	source_url_unresolved	
22225			unresolved	source_url_unresolved	
22226			unresolved	source_url_unresolved	
22301			unresolved	source_url_unresolved	
22302			unresolved	source_url_unresolved	
22304			unresolved	source_url_unresolved	
22305			unresolved	source_url_unresolved	
22306			unresolved	source_url_unresolved	
22325			unresolved	source_url_unresolved	
22341			unresolved	source_url_unresolved	
22342			unresolved	source_url_unresolved	
22344			unresolved	source_url_unresolved	
22424			unresolved	source_url_unresolved	
22429			unresolved	source_url_unresolved	
22461			unresolved	source_url_unresolved	
23000	https://www.pref.aichi.jp/soshiki/somubu-somu/0000040152.html	独自	review_required	needs_confirmation	任意 手で確認: 本文に『包括外部監査』 添付10 入口かどうか要確認
23100	https://www.city.nagoya.jp/shisei/kansa/1030226/1030297/1046157.html	独自	enabled		政令市（義務） リンク文字『令和7年度包括外部監査の結果』 添付2
23201	https://www.city.toyohashi.lg.jp/7926.htm	独自	enabled		中核市（義務） リンク文字『包括外部監査制度について』 添付14
23202	https://www.city.okazaki.lg.jp/shisei/kansa/1005945.html	独自	enabled		中核市（義務） リンク文字『包括外部監査制度』 添付8
23203	https://www.city.ichinomiya.aichi.jp/kansa/kansa/kansa/1040009.html	独自	review_required	needs_confirmation	中核市（義務） 本文に『包括外部監査』 添付0 入口かどうか要確認
23204			unresolved	source_url_unresolved	
23205			unresolved	source_url_unresolved	
23206			unresolved	source_url_unresolved	
23207			unresolved	source_url_unresolved	
23208			unresolved	source_url_unresolved	
23209			unresolved	source_url_unresolved	
23210			unresolved	source_url_unresolved	
23211	https://www.city.toyota.aichi.jp/shisei/kansa/1005124.html	独自	review_required	needs_confirmation	中核市（義務） 本文に『包括外部監査』 添付62 入口かどうか要確認
23212			unresolved	source_url_unresolved	
23213			unresolved	source_url_unresolved	
23214			unresolved	source_url_unresolved	
23215			unresolved	source_url_unresolved	
23216			unresolved	source_url_unresolved	
23217			unresolved	source_url_unresolved	
23219			unresolved	source_url_unresolved	
23220			unresolved	source_url_unresolved	
23221			unresolved	source_url_unresolved	
23222			unresolved	source_url_unresolved	
23223			unresolved	source_url_unresolved	
23224			unresolved	source_url_unresolved	
23225			unresolved	source_url_unresolved	
23226			unresolved	source_url_unresolved	
23227			unresolved	source_url_unresolved	
23228			unresolved	source_url_unresolved	
23229			unresolved	source_url_unresolved	
23230			unresolved	source_url_unresolved	
